vendor_id,vendor_name,type,data_access,certifications,cert_expiry,breach_status,under_investigation,financial_rating,gdpr_dpa,risk_score,annual_spend_usd,contract_start,contract_end,hosting_provider,key_subprocessor
V0176,NimbusLedger Data,Data platform,Internal systems,ISO27001;SOC2,2026-04-02,None,False,B,False,57,145000,2025-04-23,2029-04-22,AWS,None
V0177,SigmaStack Cloud,Software vendor,Financial data,PCI-DSS;SOC2,2026-08-26,Old,False,A-,True,51,186000,2025-10-22,2029-10-21,Azure,None
V0178,SummitGuard Data,Cloud provider,Customer PII,none,2027-03-25,None,False,A-,False,37,370000,2023-12-26,2026-12-25,GCP,Stripe
V0179,HarborStack Consulting,Security vendor,Customer PII,SOC2,2025-08-01,None,False,A-,False,66,358000,2025-11-19,2029-11-18,On-prem/Other,None
V0180,MeridianWind Digital,Data platform,Customer PII,SOC2;PCI-DSS,2026-09-01,None,False,A+,True,63,1456000,2024-10-25,2028-10-24,AWS,Twilio
V0181,MeridianByte Cloud,Integration partner,Financial data,PCI-DSS,2024-07-17,None,True,C,True,59,499000,2025-08-28,2028-08-27,GCP,Cloudflare
V0182,GranitePath Digital,Software vendor,Public/Marketing,ISO27001,2026-12-26,None,False,B,True,66,872000,2024-10-18,2028-10-17,AWS,None
V0183,SigmaStack Technologies,Payment processor,Logs/Telemetry,ISO27001;PCI-DSS,2025-11-30,None,False,C,True,77,1797000,2025-06-24,2027-06-24,On-prem/Other,Cloudflare
V0184,SummitFlow Labs,Cloud provider,Customer PII,SOC2;PCI-DSS,2025-10-15,None,False,A,True,33,104000,2024-02-17,2028-02-16,AWS,Stripe
V0185,NorthSphere Partners,Payment processor,Financial data,SOC2,2026-09-03,Old,False,B,True,65,2748000,2024-05-17,2027-05-17,AWS,SendGrid
V0186,QuantumShift Digital,Software vendor,Internal systems,SOC2;ISO27001,2025-05-18,None,False,A-,False,61,580000,2024-03-20,2026-03-20,AWS,None
V0187,FalconWave Payments,Software vendor,Financial data,ISO27001;PCI-DSS,2024-11-24,None,False,A-,True,10,1546000,2023-08-03,2027-08-02,GCP,None
V0188,ApexForge Digital,Software vendor,Public/Marketing,SOC2;PCI-DSS,2026-02-26,Recent,False,A,True,67,270000,2026-02-13,2029-02-12,AWS,Stripe
V0189,HelixForge Digital,HR platform,Customer PII,none,2025-02-23,None,False,C,True,73,1119000,2024-05-16,2026-05-16,GCP,Twilio
V0190,NorthVault Cloud,Software vendor,Internal systems,SOC2;PCI-DSS,2026-01-28,None,False,B,True,46,900000,2026-04-03,2029-04-02,On-prem/Other,SendGrid
V0191,CobaltSphere Security,Data platform,Logs/Telemetry,ISO27001;PCI-DSS,2025-02-14,Recent,False,B,False,55,2577000,2024-01-29,2028-01-28,AWS,Cloudflare
V0192,OrionPath Consulting,HR platform,Customer PII,ISO27001;SOC2,2025-05-08,Old,False,C,False,68,282000,2024-08-18,2026-08-18,AWS,None
V0193,HarborSphere Digital,Backup/Storage,Internal systems,PCI-DSS;ISO27001,2025-07-30,None,False,A-,False,47,3000000,2025-03-29,2028-03-28,Azure,Twilio
V0194,LumenSync Software,Contractor/Consultant,Customer PII,PCI-DSS;SOC2,2025-08-03,None,False,A,False,55,757000,2025-04-12,2029-04-11,GCP,Twilio
V0195,PinnacleLink Analytics,Contractor/Consultant,Customer PII,ISO27001;SOC2,2026-11-02,None,False,A-,False,74,960000,2023-12-27,2025-12-26,On-prem/Other,None
V0196,HelixByte Analytics,Data platform,Customer PII,none,2025-05-15,None,False,A,True,72,370000,2026-04-12,2029-04-11,AWS,None
V0197,MeridianScale Labs,HR platform,Internal systems,ISO27001,2025-01-31,None,False,A,False,46,790000,2025-03-27,2027-03-27,Azure,SendGrid
V0198,OrionCore Labs,Software vendor,Internal systems,SOC2,2026-12-24,None,False,A-,False,5,2735000,2024-05-30,2027-05-30,GCP,None
V0199,OrionFlow Labs,Data platform,Public/Marketing,SOC2,2025-12-23,None,False,C,True,49,141000,2024-04-01,2028-03-31,Azure,Okta
V0200,OnyxSphere Cloud,HR platform,Customer PII,none,2027-02-15,None,False,A,True,25,808000,2025-08-11,2029-08-10,AWS,None
V0201,NorthCore Digital,Backup/Storage,Internal systems,PCI-DSS,2026-06-20,None,False,A,True,24,131000,2025-09-16,2028-09-15,AWS,Twilio
V0202,SummitSync Data,Integration partner,Customer PII,SOC2,2024-07-16,None,True,A+,True,49,530000,2025-09-07,2029-09-06,Azure,Okta
V0203,DeltaWave HR,Contractor/Consultant,Customer PII,ISO27001;PCI-DSS,2024-08-19,None,False,A+,False,79,835000,2024-07-20,2027-07-20,On-prem/Other,None
V0204,LumenLedger Analytics,Contractor/Consultant,Financial data,PCI-DSS,2026-09-18,None,False,B,True,24,425000,2024-01-23,2027-01-22,On-prem/Other,None
V0205,SterlingStone Payments,Software vendor,Financial data,PCI-DSS,2024-10-11,None,False,A-,True,48,4580000,2025-07-28,2028-07-27,On-prem/Other,Okta
V0206,CobaltLink Cloud,Backup/Storage,Internal systems,PCI-DSS;SOC2,2025-05-04,None,False,B,False,55,336000,2023-11-17,2027-11-16,Azure,Cloudflare
V0207,SterlingPath HR,Data platform,Customer PII,SOC2,2024-05-26,Recent,False,A,True,57,686000,2024-12-14,2027-12-14,On-prem/Other,Okta
V0208,CedarGuard Systems,Managed service provider,Logs/Telemetry,ISO27001,2024-09-23,None,False,A-,False,46,3420000,2026-03-16,2028-03-15,AWS,Okta
V0209,HarborSphere Partners,HR platform,Public/Marketing,PCI-DSS,2024-09-04,Old,False,A,False,65,708000,2023-08-27,2027-08-26,Azure,None
V0210,IronWind Analytics,Contractor/Consultant,Internal systems,PCI-DSS;ISO27001,2026-08-22,None,False,C,True,56,856000,2024-01-04,2026-01-03,On-prem/Other,Okta
V0211,HarborFlow Data,Contractor/Consultant,Logs/Telemetry,none,2026-07-18,None,False,B,False,24,525000,2026-04-13,2030-04-12,Azure,Stripe
V0212,SigmaLedger Data,Payment processor,Logs/Telemetry,none,2025-01-23,None,False,B,True,10,531000,2024-02-24,2027-02-23,On-prem/Other,None
V0213,NimbusCore Networks,Security vendor,Customer PII,PCI-DSS,2024-05-12,None,False,B,False,72,1986000,2025-01-31,2027-01-31,AWS,None
V0214,SterlingLedger Software,Payment processor,Internal systems,ISO27001;PCI-DSS,2024-11-23,None,False,A,False,27,921000,2023-12-08,2025-12-07,Azure,Okta
V0215,SummitShift Security,Security vendor,Public/Marketing,SOC2;PCI-DSS,2025-07-31,None,False,A-,False,38,2709000,2025-01-17,2029-01-16,Azure,Stripe
V0216,FalconCore Data,Backup/Storage,Public/Marketing,PCI-DSS,2025-06-25,Old,False,A-,True,69,1360000,2025-03-02,2029-03-01,GCP,None
V0217,GraniteSync Security,Payment processor,Logs/Telemetry,PCI-DSS,2026-02-24,None,False,A,True,46,767000,2025-08-20,2028-08-19,AWS,Twilio
V0218,CobaltWind Analytics,Managed service provider,Public/Marketing,none,2025-06-05,None,False,A+,False,40,3225000,2024-08-13,2027-08-13,GCP,Cloudflare
V0219,AtlasGuard Labs,Payment processor,Logs/Telemetry,PCI-DSS,2024-03-23,None,False,A-,True,73,384000,2024-08-28,2026-08-28,On-prem/Other,SendGrid
V0220,SigmaWind Systems,Backup/Storage,Financial data,PCI-DSS;SOC2,2027-01-05,None,False,A-,True,32,410000,2024-11-12,2028-11-11,Azure,Okta
V0221,AtlasForge Networks,Managed service provider,Customer PII,ISO27001;SOC2,2026-09-12,None,False,A-,True,49,230000,2025-02-09,2029-02-08,AWS,Okta
V0222,DeltaGrid Consulting,Security vendor,Customer PII,SOC2;ISO27001,2025-05-17,None,False,C,True,51,828000,2024-11-22,2028-11-21,AWS,None
V0223,HelixVault Digital,Contractor/Consultant,Financial data,none,2027-03-15,None,False,A-,True,52,4415000,2025-11-24,2028-11-23,On-prem/Other,None
V0224,SigmaPoint Digital,Integration partner,Internal systems,PCI-DSS,2026-01-01,None,False,B,False,25,951000,2025-06-30,2028-06-29,Azure,None
V0225,OrionWind Software,Data platform,Customer PII,none,2025-01-09,None,False,A,True,40,1835000,2025-02-12,2028-02-12,GCP,None
V0226,SilverShift Technologies,Software vendor,Internal systems,SOC2,2024-08-25,None,False,D,True,83,415000,2024-11-24,2026-11-24,AWS,Cloudflare
V0227,LumenGuard Systems,Contractor/Consultant,Customer PII,ISO27001,2024-09-16,None,False,B,True,47,1164000,2024-07-13,2027-07-13,On-prem/Other,None
V0228,CobaltSync Labs,Backup/Storage,Financial data,ISO27001,2025-03-23,None,False,A-,True,41,194000,2025-11-05,2028-11-04,GCP,Okta
V0229,GraniteScale Data,Cloud provider,Customer PII,SOC2,2024-12-18,None,False,B,False,67,1494000,2025-06-21,2028-06-20,AWS,None
V0230,SterlingPoint Software,Managed service provider,Financial data,PCI-DSS,2025-11-23,Recent,False,B,True,55,2145000,2025-05-17,2029-05-16,AWS,Okta
V0231,SterlingLogic Analytics,Cloud provider,Logs/Telemetry,ISO27001,2025-03-01,None,False,A,False,16,990000,2023-10-03,2025-10-02,AWS,SendGrid
V0232,GraniteShift Payments,Security vendor,Internal systems,ISO27001,2025-02-10,None,False,A-,False,48,544000,2024-11-22,2027-11-22,On-prem/Other,Twilio
V0233,OrionLogic Security,Managed service provider,Internal systems,SOC2,2024-10-08,None,False,A,False,43,176000,2024-04-10,2028-04-09,Azure,Okta
V0234,DeltaWave Networks,Backup/Storage,Internal systems,PCI-DSS,2024-12-06,None,False,B,True,41,1863000,2025-05-27,2027-05-27,Azure,Okta
V0235,CobaltLedger Software,Data platform,Internal systems,SOC2,2025-08-24,Old,False,C,True,34,378000,2025-01-27,2028-01-27,Azure,None
V0236,LumenForge Solutions,Software vendor,Internal systems,PCI-DSS;SOC2,2025-12-12,None,False,A+,True,37,222000,2023-06-24,2027-06-23,AWS,Okta
V0237,SilverSphere Cloud,Data platform,Internal systems,SOC2;ISO27001,2026-07-04,Recent,False,B,True,99,3395000,2023-11-20,2027-11-19,AWS,None
V0238,HarborLogic Security,Security vendor,Financial data,PCI-DSS;SOC2,2024-11-06,None,False,A,True,52,946000,2025-11-01,2028-10-31,Azure,Cloudflare
V0239,DeltaWind Partners,Payment processor,Internal systems,SOC2,2025-06-19,None,False,B,False,28,890000,2023-12-06,2027-12-05,AWS,Twilio
V0240,PinnaclePath Security,Payment processor,Customer PII,ISO27001,2025-10-24,Old,False,B,False,63,2110000,2025-07-13,2029-07-12,AWS,Twilio
V0241,AcmeFlow Software,Integration partner,Financial data,PCI-DSS,2026-12-11,None,False,A+,True,60,497000,2023-11-12,2025-11-11,AWS,Twilio
V0242,CedarVault Partners,HR platform,Customer PII,SOC2;PCI-DSS,2024-06-18,None,False,A-,True,52,4190000,2024-09-13,2026-09-13,AWS,Cloudflare
V0243,QuantumStone Analytics,Software vendor,Customer PII,ISO27001,2024-12-29,None,False,B,True,31,3675000,2025-12-02,2027-12-02,Azure,None
V0244,OrionShift Technologies,HR platform,Customer PII,PCI-DSS;SOC2,2025-10-09,None,False,A-,True,39,267000,2023-06-26,2026-06-25,AWS,Okta
V0245,OnyxStack Solutions,Backup/Storage,Public/Marketing,SOC2,2025-05-01,Old,False,D,False,26,508000,2025-08-26,2028-08-25,AWS,SendGrid
V0246,IronLink Digital,Data platform,Internal systems,none,2025-10-04,None,False,A-,True,58,3905000,2024-05-21,2026-05-21,Azure,Okta
V0247,CrimsonShift Labs,Data platform,Internal systems,ISO27001;SOC2,2025-12-02,None,False,A+,False,55,871000,2024-04-22,2026-04-22,GCP,Okta
V0248,MeridianSphere Cloud,Security vendor,Internal systems,none,2024-07-13,None,False,A-,True,64,2712000,2024-10-06,2027-10-06,AWS,None
V0249,SigmaStack Labs,Cloud provider,Logs/Telemetry,PCI-DSS,2027-01-20,None,False,A,True,47,730000,2023-09-22,2026-09-21,Azure,Okta
V0250,NimbusSync Partners,Data platform,Customer PII,ISO27001,2024-08-04,Old,False,A-,True,40,525000,2023-12-05,2025-12-04,AWS,None
V0251,HelixLedger Partners,Software vendor,Internal systems,SOC2,2025-09-21,Recent,False,D,False,60,840000,2023-08-27,2025-08-26,AWS,Cloudflare
V0252,AtlasPath Data,Contractor/Consultant,Internal systems,PCI-DSS,2026-12-20,None,False,A,True,41,235000,2024-11-17,2027-11-17,On-prem/Other,None
V0253,OnyxShift Analytics,Cloud provider,Customer PII,PCI-DSS;SOC2,2026-04-04,Old,False,D,False,41,2360000,2025-11-12,2028-11-11,Azure,Cloudflare
V0254,GraniteLink Digital,HR platform,Internal systems,SOC2;PCI-DSS,2026-04-30,None,False,A-,False,73,1565000,2024-10-21,2028-10-20,Azure,Twilio
V0255,OrionStack Software,Data platform,Financial data,SOC2,2026-07-14,None,False,C,True,80,230000,2025-05-15,2028-05-14,AWS,Okta
V0256,NorthVault Software,Security vendor,Customer PII,SOC2,2026-10-06,None,False,A,False,40,249000,2024-12-01,2028-11-30,AWS,SendGrid
V0257,NorthStone Consulting,Contractor/Consultant,Public/Marketing,ISO27001;PCI-DSS,2024-09-27,None,False,A-,True,26,1322000,2023-11-13,2027-11-12,Azure,None
V0258,VertexPoint Solutions,Integration partner,Customer PII,SOC2,2024-04-20,Recent,False,C,True,45,308000,2023-09-04,2027-09-03,AWS,None
V0259,NorthGrid Security,Contractor/Consultant,Customer PII,none,2025-02-20,None,False,A-,True,38,3845000,2024-02-13,2027-02-12,On-prem/Other,SendGrid
V0260,SilverShift Solutions,HR platform,Internal systems,SOC2,2026-11-07,None,False,A-,True,57,2405000,2023-10-07,2026-10-06,Azure,Cloudflare
V0261,OnyxWind Labs,Data platform,Customer PII,none,2024-10-11,None,False,B,True,65,445000,2024-07-22,2027-07-22,On-prem/Other,Cloudflare
V0262,SigmaByte Cloud,Contractor/Consultant,Financial data,SOC2,2026-02-27,Recent,False,D,True,70,1726000,2026-03-27,2028-03-26,On-prem/Other,Stripe
V0263,BlueFlow Networks,Backup/Storage,Customer PII,SOC2;ISO27001,2025-01-20,None,False,A-,True,39,777000,2025-08-14,2028-08-13,AWS,Twilio
V0264,LumenFlow Systems,Software vendor,Financial data,none,2025-09-08,None,False,B,True,77,24000,2026-01-25,2030-01-24,GCP,Cloudflare
V0265,VertexGuard Labs,Managed service provider,Internal systems,PCI-DSS,2026-11-25,None,False,B,False,41,514000,2024-12-31,2027-12-31,On-prem/Other,None
V0266,HelixFlow Cloud,Backup/Storage,Financial data,none,2027-01-06,None,False,A-,True,18,570000,2023-07-23,2025-07-22,Azure,Cloudflare
V0267,SilverPath Labs,Cloud provider,Customer PII,ISO27001,2025-03-06,None,False,B,True,19,649000,2024-04-06,2028-04-05,AWS,None
V0268,CedarFlow Software,Backup/Storage,Logs/Telemetry,ISO27001,2025-06-05,None,False,C,True,50,550000,2025-12-06,2027-12-06,GCP,Okta
V0269,MeridianFlow Systems,Cloud provider,Internal systems,ISO27001,2024-04-15,None,False,C,True,65,435000,2026-03-26,2028-03-25,Azure,None
V0270,GraniteStone Analytics,Payment processor,Public/Marketing,ISO27001,2026-11-28,Recent,False,A-,True,56,766000,2025-11-28,2028-11-27,AWS,Twilio
V0271,IronPath Digital,Software vendor,Internal systems,PCI-DSS,2026-03-26,None,False,A,True,51,1143000,2023-09-25,2027-09-24,Azure,None
V0272,CedarForge Analytics,HR platform,Internal systems,ISO27001,2025-06-20,None,False,A-,True,17,437000,2023-11-22,2027-11-21,AWS,Twilio
V0273,HelixPoint Digital,Cloud provider,Customer PII,SOC2,2024-05-01,None,False,C,False,99,891000,2024-07-16,2026-07-16,GCP,None
V0274,AtlasPath Partners,Data platform,Customer PII,none,2025-03-29,None,False,A-,False,54,810000,2024-12-30,2027-12-30,GCP,Okta
V0275,DeltaScale Data,Contractor/Consultant,Internal systems,PCI-DSS,2026-09-13,None,False,C,False,48,813000,2025-12-28,2028-12-27,AWS,Stripe
V0276,IronSphere HR,Cloud provider,Logs/Telemetry,ISO27001,2024-04-18,None,False,B,True,25,349000,2023-06-28,2027-06-27,AWS,Okta
V0277,HelixSphere Partners,Managed service provider,Customer PII,ISO27001,2026-05-28,None,False,A,True,46,566000,2025-10-29,2028-10-28,Azure,None
V0278,OnyxFlow Networks,Integration partner,Internal systems,PCI-DSS,2024-04-18,None,False,A-,True,49,692000,2025-10-20,2027-10-20,Azure,Stripe
V0279,SilverWind Security,Contractor/Consultant,Public/Marketing,ISO27001,2026-06-02,None,False,A,False,55,790000,2025-10-28,2027-10-28,On-prem/Other,SendGrid
V0280,ApexWind Analytics,Backup/Storage,Customer PII,SOC2,2025-05-17,None,False,A,True,82,574000,2024-11-08,2028-11-07,AWS,None
V0281,LumenForge Cloud,Contractor/Consultant,Customer PII,PCI-DSS,2025-09-18,None,False,A,True,71,693000,2024-04-14,2026-04-14,AWS,SendGrid
V0282,FalconWave HR,Contractor/Consultant,Public/Marketing,SOC2,2026-02-13,None,False,B,True,53,185000,2026-01-30,2028-01-30,On-prem/Other,Cloudflare
V0283,LumenSync Analytics,HR platform,Customer PII,PCI-DSS;ISO27001,2026-11-21,None,False,B,True,80,583000,2024-09-25,2026-09-25,AWS,None
V0284,CedarForge Consulting,HR platform,Internal systems,SOC2,2026-05-19,None,False,B,False,28,1056000,2023-10-15,2027-10-14,AWS,SendGrid
V0285,SummitByte Solutions,Backup/Storage,Public/Marketing,ISO27001;SOC2,2026-05-08,None,False,D,False,61,874000,2025-06-27,2029-06-26,AWS,Twilio
V0286,ApexPoint Data,Data platform,Public/Marketing,ISO27001;SOC2,2026-03-08,None,False,A,False,48,1938000,2024-10-22,2028-10-21,Azure,Twilio
V0287,OrionScale Data,Security vendor,Customer PII,ISO27001;PCI-DSS,2026-03-16,Recent,False,B,True,60,433000,2026-03-22,2029-03-21,On-prem/Other,Twilio
V0288,SummitScale Labs,Data platform,Public/Marketing,ISO27001;PCI-DSS,2024-09-01,Recent,False,B,True,61,637000,2024-03-03,2028-03-02,AWS,SendGrid
V0289,AtlasStone Software,Software vendor,Internal systems,SOC2;ISO27001,2027-01-06,None,False,A,True,47,465000,2024-01-27,2027-01-26,GCP,Twilio
V0290,BlueForge HR,Software vendor,Logs/Telemetry,PCI-DSS,2024-06-05,None,False,A,True,47,2870000,2025-07-18,2028-07-17,AWS,Cloudflare
V0291,FalconFlow HR,Managed service provider,Customer PII,PCI-DSS;SOC2,2026-07-17,None,False,A,True,46,2040000,2025-05-29,2028-05-28,Azure,Okta
V0292,LumenByte Labs,Data platform,Customer PII,ISO27001;PCI-DSS,2025-07-02,None,False,A+,True,45,656000,2025-04-16,2027-04-16,GCP,None
V0293,NorthPoint Networks,Data platform,Internal systems,none,2024-06-20,None,False,B,False,31,630000,2026-04-08,2028-04-07,GCP,Twilio
V0294,SummitStone Labs,Software vendor,Internal systems,none,2027-01-20,None,False,A,True,55,354000,2025-10-24,2027-10-24,AWS,None
V0295,LumenSphere Partners,Security vendor,Customer PII,PCI-DSS,2025-03-20,Old,False,A-,True,46,1708000,2025-12-04,2028-12-03,GCP,Okta
V0296,CobaltLink Software,Integration partner,Customer PII,SOC2,2026-08-16,None,False,D,True,70,312000,2023-08-05,2027-08-04,Azure,None
V0297,SilverLink Solutions,Payment processor,Public/Marketing,SOC2,2024-06-14,None,False,B,True,39,759000,2024-09-04,2026-09-04,AWS,Okta
V0298,SummitSphere Digital,Integration partner,Financial data,PCI-DSS,2026-01-17,None,False,B,True,52,275000,2025-12-04,2028-12-03,AWS,Cloudflare
V0299,NimbusLink Digital,Backup/Storage,Internal systems,none,2026-04-02,None,False,A-,False,72,1662000,2026-02-08,2030-02-07,AWS,Okta
V0300,NimbusPoint Security,Security vendor,Public/Marketing,none,2024-04-24,None,False,C,False,41,583000,2026-03-14,2028-03-13,Azure,Stripe
V0301,VertexByte Solutions,Data platform,Financial data,PCI-DSS,2026-04-22,None,False,A-,True,18,737000,2024-07-16,2028-07-15,AWS,Stripe
V0302,HelixCore Technologies,Payment processor,Customer PII,SOC2,2026-02-07,Recent,False,A-,False,29,833000,2023-08-07,2027-08-06,AWS,Stripe
V0303,ApexLink Labs,Security vendor,Customer PII,PCI-DSS;SOC2,2026-01-31,None,False,A-,False,46,333000,2026-01-21,2030-01-20,GCP,None
V0304,AcmeForge Security,HR platform,Financial data,ISO27001,2026-01-22,None,False,A,True,28,560000,2024-07-07,2027-07-07,Azure,Twilio
V0305,SilverPath Software,Software vendor,Internal systems,ISO27001,2026-06-11,Old,False,A-,False,41,642000,2024-05-28,2028-05-27,AWS,Okta
V0306,AcmeVault Cloud,Software vendor,Financial data,PCI-DSS;ISO27001,2025-03-29,None,False,C,True,46,3955000,2025-11-12,2028-11-11,Azure,Okta
V0307,AcmePoint Solutions,Backup/Storage,Logs/Telemetry,SOC2,2025-12-24,None,False,A-,True,51,731000,2024-06-14,2027-06-14,AWS,Okta
V0308,HelixLedger Solutions,Security vendor,Internal systems,none,2026-08-29,None,False,A-,False,70,348000,2025-11-27,2028-11-26,Azure,Stripe
V0309,OnyxLedger Networks,Integration partner,Financial data,PCI-DSS;ISO27001,2024-10-17,None,False,B,False,47,470000,2023-07-30,2025-07-29,Azure,Cloudflare
V0310,QuantumCore Digital,Cloud provider,Customer PII,ISO27001;PCI-DSS,2024-06-18,None,False,A+,True,40,851000,2025-07-11,2029-07-10,GCP,SendGrid
V0311,ApexVault Partners,Payment processor,Customer PII,ISO27001;PCI-DSS,2025-07-12,Recent,False,A,True,43,611000,2026-04-05,2030-04-04,On-prem/Other,Stripe
V0312,OrionPath Cloud,Cloud provider,Internal systems,SOC2;ISO27001,2027-01-23,None,False,A-,False,8,1310000,2024-07-09,2028-07-08,AWS,Stripe
V0313,MeridianByte Technologies,Payment processor,Logs/Telemetry,ISO27001,2026-05-16,None,False,D,True,54,155000,2025-07-01,2029-06-30,GCP,SendGrid
V0314,SterlingGrid Payments,Managed service provider,Logs/Telemetry,ISO27001,2026-03-24,None,False,B,False,54,816000,2024-04-24,2026-04-24,AWS,SendGrid
V0315,IronForge Solutions,Integration partner,Internal systems,SOC2,2024-07-11,None,False,B,True,21,762000,2024-09-26,2027-09-26,Azure,Cloudflare
V0316,GraniteScale Consulting,HR platform,Logs/Telemetry,SOC2,2025-04-23,None,True,D,False,55,1078000,2023-09-04,2027-09-03,Azure,Stripe
V0317,ApexLedger Cloud,Backup/Storage,Internal systems,PCI-DSS,2025-10-10,None,False,A+,False,55,843000,2026-02-25,2029-02-24,AWS,Okta
V0318,CobaltByte Partners,Contractor/Consultant,Public/Marketing,none,2026-08-11,None,False,A-,False,57,845000,2023-10-20,2026-10-19,On-prem/Other,None
V0319,BlueLink Systems,Data platform,Internal systems,ISO27001;PCI-DSS,2025-02-01,None,False,A,True,43,4385000,2024-05-15,2026-05-15,Azure,None
V0320,CedarLogic Solutions,Managed service provider,Public/Marketing,SOC2;ISO27001,2025-01-18,None,False,A-,False,41,54000,2024-09-07,2027-09-07,AWS,Twilio
V0321,AcmePath Consulting,Contractor/Consultant,Logs/Telemetry,PCI-DSS,2025-09-15,None,False,B,False,75,974000,2024-12-12,2028-12-11,Azure,Cloudflare
V0322,NimbusPath Cloud,Backup/Storage,Logs/Telemetry,none,2026-09-08,None,False,A+,False,68,239000,2024-09-18,2027-09-18,AWS,Okta
V0323,LumenFlow Partners,HR platform,Logs/Telemetry,none,2026-07-04,None,False,B,True,30,932000,2025-09-06,2029-09-05,AWS,Twilio
V0324,HelixShift Security,Integration partner,Public/Marketing,ISO27001;PCI-DSS,2026-04-30,None,False,C,True,23,406000,2024-02-16,2027-02-15,On-prem/Other,Twilio
V0325,VertexLogic HR,Software vendor,Financial data,SOC2,2026-06-06,None,False,B,True,44,1494000,2024-11-07,2026-11-07,AWS,Okta
V0326,NorthLogic Labs,HR platform,Customer PII,none,2025-01-17,None,False,A-,True,45,1206000,2026-04-14,2030-04-13,Azure,None
V0327,DeltaScale Software,Software vendor,Financial data,ISO27001;SOC2,2024-03-26,Old,False,A+,True,43,3385000,2025-10-18,2028-10-17,Azure,None
V0328,SigmaCore Consulting,Software vendor,Internal systems,PCI-DSS;SOC2,2025-07-23,None,False,B,True,33,3600000,2024-04-16,2027-04-16,AWS,SendGrid
V0329,SummitWind Data,Data platform,Customer PII,PCI-DSS,2025-07-05,None,False,A-,True,71,52000,2024-05-27,2026-05-27,AWS,None
V0330,GraniteForge Networks,Data platform,Public/Marketing,PCI-DSS,2025-12-05,Old,False,A,False,5,515000,2026-03-13,2029-03-12,GCP,SendGrid
V0331,NorthLedger Consulting,Cloud provider,Financial data,ISO27001;SOC2,2026-11-17,Recent,False,B,True,16,79000,2025-03-02,2028-03-01,AWS,None
V0332,AcmeStack Software,Software vendor,Logs/Telemetry,SOC2;PCI-DSS,2025-05-09,None,False,B,True,52,374000,2024-03-25,2028-03-24,AWS,Twilio
V0333,SigmaLedger Cloud,Data platform,Customer PII,none,2026-09-26,None,False,A-,True,45,1446000,2025-08-05,2027-08-05,AWS,Twilio
V0334,QuantumSphere Data,Cloud provider,Customer PII,SOC2,2025-07-19,None,True,C,False,82,211000,2025-08-24,2029-08-23,On-prem/Other,SendGrid
V0335,AtlasGuard Networks,Security vendor,Internal systems,SOC2,2026-08-09,None,False,A-,True,74,178000,2026-01-23,2028-01-23,Azure,Twilio
V0336,HarborPoint Cloud,Software vendor,Customer PII,SOC2,2027-01-27,None,False,B,False,47,753000,2023-10-24,2027-10-23,Azure,Stripe
V0337,IronWave Analytics,Software vendor,Customer PII,SOC2,2025-02-16,Recent,False,A,True,46,326000,2025-02-03,2029-02-02,AWS,Stripe
V0338,GraniteSync Solutions,Software vendor,Customer PII,SOC2;ISO27001,2026-06-21,None,False,B,True,48,380000,2024-05-18,2026-05-18,GCP,SendGrid
V0339,SilverLedger Partners,Data platform,Public/Marketing,none,2024-04-23,None,False,A-,True,20,29000,2023-11-27,2027-11-26,GCP,Twilio
V0340,CrimsonByte HR,Payment processor,Customer PII,SOC2;ISO27001,2024-05-29,None,False,B,True,31,1688000,2025-10-03,2028-10-02,AWS,Okta
V0341,PinnacleFlow Labs,Contractor/Consultant,Customer PII,SOC2;ISO27001,2025-07-11,None,False,A-,True,28,978000,2025-07-12,2029-07-11,AWS,Stripe
V0342,GraniteScale Digital,Data platform,Financial data,none,2024-11-05,None,False,B,True,40,1710000,2025-02-21,2029-02-20,AWS,None
V0343,LumenSync HR,Cloud provider,Financial data,SOC2,2025-03-09,None,False,B,True,44,156000,2024-06-05,2026-06-05,Azure,SendGrid
V0344,FalconFlow Security,Security vendor,Customer PII,ISO27001,2024-05-30,None,False,A,True,27,396000,2024-05-14,2027-05-14,AWS,Cloudflare
V0345,LumenPath HR,Contractor/Consultant,Internal systems,PCI-DSS;SOC2,2026-03-07,Recent,False,C,True,89,93000,2025-09-10,2027-09-10,AWS,Cloudflare
V0346,GraniteWind Solutions,Integration partner,Internal systems,ISO27001;PCI-DSS,2024-11-17,None,False,C,False,72,208000,2025-12-14,2027-12-14,GCP,Twilio
V0347,PinnacleStack Analytics,HR platform,Logs/Telemetry,PCI-DSS,2024-04-06,Recent,False,B,True,48,190000,2024-11-05,2026-11-05,AWS,None
V0348,OrionCore Networks,Data platform,Internal systems,PCI-DSS,2025-08-20,None,False,A-,True,62,3620000,2025-06-11,2027-06-11,AWS,Okta
V0349,SummitPath Data,Cloud provider,Financial data,ISO27001,2024-09-20,None,False,D,True,37,1052000,2025-06-28,2028-06-27,On-prem/Other,Okta
V0350,AtlasLink Consulting,Backup/Storage,Internal systems,PCI-DSS,2026-05-30,None,False,B,True,94,722000,2025-09-03,2029-09-02,AWS,Okta
V0351,IronPoint Analytics,Software vendor,Customer PII,PCI-DSS,2024-04-13,None,False,A-,True,51,2652000,2023-10-22,2027-10-21,Azure,Okta
